"species","area","year","month","landings"
"Albacore Tuna","Monterey","2009-2010","Nov",40410
"Albacore Tuna","Monterey","2010-2011","Nov",3682
"Albacore Tuna","Monterey","2011-2012","Nov",25951
"Albacore Tuna","Monterey","2012-2013","Nov",2828
"Albacore Tuna","Monterey","2012-2013","Nov",0
"Albacore Tuna","Monterey","2013-2014","Nov",4033
"Albacore Tuna","Monterey","2013-2014","Nov",0
"Albacore Tuna","Monterey","2014-2015","Nov",0
"Albacore Tuna","Monterey","2015-2016","Nov",0
"Albacore Tuna","Monterey","2016-2017","Nov",0
"Albacore Tuna","Monterey","2017-2018","Nov",0
"Albacore Tuna","Monterey","2018-2019","Nov",0
"Albacore Tuna","Morro Bay","2000-2001","Nov",28184
"Albacore Tuna","Morro Bay","2000-2001","Nov",874
"Albacore Tuna","Morro Bay","2001-2002","Nov",318486
"Albacore Tuna","Morro Bay","2001-2002","Nov",0
"Albacore Tuna","Morro Bay","2002-2003","Nov",33442
"Albacore Tuna","Morro Bay","2003-2004","Nov",46006
"Albacore Tuna","Morro Bay","2003-2004","Nov",39069
"Albacore Tuna","Morro Bay","2004-2005","Nov",5132
"Albacore Tuna","Morro Bay","2004-2005","Nov",0
"Albacore Tuna","Morro Bay","2005-2006","Nov",3005
"Albacore Tuna","Morro Bay","2005-2006","Nov",116
"Albacore Tuna","Morro Bay","2006-2007","Nov",4288
"Albacore Tuna","Morro Bay","2006-2007","Nov",1973
"Albacore Tuna","Morro Bay","2007-2008","Nov",2151
"Albacore Tuna","Morro Bay","2007-2008","Nov",0
"Albacore Tuna","Morro Bay","2007-2008","Nov",0
"Albacore Tuna","Morro Bay","2008-2009","Nov",0
"Albacore Tuna","Morro Bay","2008-2009","Nov",0
"Albacore Tuna","Morro Bay","2009-2010","Nov",1318
"Albacore Tuna","Morro Bay","2009-2010","Nov",0
"Albacore Tuna","Morro Bay","2010-2011","Nov",2589
"Albacore Tuna","Morro Bay","2010-2011","Nov",0
"Albacore Tuna","Morro Bay","2011-2012","Nov",1037
"Albacore Tuna","Morro Bay","2011-2012","Nov",2526
"Albacore Tuna","Morro Bay","2012-2013","Nov",5309
"Albacore Tuna","Morro Bay","2012-2013","Nov",0
"Albacore Tuna","Morro Bay","2013-2014","Nov",0
"Albacore Tuna","Morro Bay","2013-2014","Nov",9081
"Albacore Tuna","Morro Bay","2014-2015","Nov",42
"Albacore Tuna","Morro Bay","2014-2015","Nov",0
"Albacore Tuna","Morro Bay","2015-2016","Nov",0
"Albacore Tuna","Morro Bay","2015-2016","Nov",0
"Albacore Tuna","Morro Bay","2016-2017","Nov",0
"Albacore Tuna","Morro Bay","2016-2017","Nov",0
"Albacore Tuna","Morro Bay","2017-2018","Nov",0
"Albacore Tuna","Morro Bay","2017-2018","Nov",0
"Albacore Tuna","Morro Bay","2017-2018","Nov",0
"Albacore Tuna","Morro Bay","2018-2019","Nov",0
"Albacore Tuna","Morro Bay","2018-2019","Nov",0
"Albacore Tuna","Santa Barbara","2000-2001","Nov",2956
"Albacore Tuna","Santa Barbara","2000-2001","Nov",0
"Albacore Tuna","Santa Barbara","2001-2002","Nov",2233
"Albacore Tuna","Santa Barbara","2001-2002","Nov",0
"Albacore Tuna","Santa Barbara","2002-2003","Nov",3517
"Albacore Tuna","Santa Barbara","2002-2003","Nov",0
"Albacore Tuna","Santa Barbara","2002-2003","Nov",0
"Albacore Tuna","Santa Barbara","2003-2004","Nov",2067
"Albacore Tuna","Santa Barbara","2003-2004","Nov",2800
"Albacore Tuna","Santa Barbara","2004-2005","Nov",7941
"Albacore Tuna","Santa Barbara","2004-2005","Nov",0
"Albacore Tuna","Santa Barbara","2004-2005","Nov",0
"Albacore Tuna","Santa Barbara","2005-2006","Nov",3144
"Albacore Tuna","Santa Barbara","2005-2006","Nov",0
"Albacore Tuna","Santa Barbara","2005-2006","Nov",0
"Albacore Tuna","Santa Barbara","2006-2007","Nov",0
"Albacore Tuna","Santa Barbara","2006-2007","Nov",0
"Albacore Tuna","Santa Barbara","2006-2007","Nov",0
"Albacore Tuna","Santa Barbara","2007-2008","Nov",774
"Albacore Tuna","Santa Barbara","2007-2008","Nov",0
"Albacore Tuna","Santa Barbara","2007-2008","Nov",0
"Albacore Tuna","Santa Barbara","2008-2009","Nov",82
"Albacore Tuna","Santa Barbara","2008-2009","Nov",0
"Albacore Tuna","Santa Barbara","2009-2010","Nov",64
"Albacore Tuna","Santa Barbara","2009-2010","Nov",0
"Albacore Tuna","Santa Barbara","2010-2011","Nov",0
"Albacore Tuna","Santa Barbara","2010-2011","Nov",0
"Albacore Tuna","Santa Barbara","2010-2011","Nov",0
"Albacore Tuna","Santa Barbara","2011-2012","Nov",1982
"Albacore Tuna","Santa Barbara","2011-2012","Nov",0
"Albacore Tuna","Santa Barbara","2012-2013","Nov",1879
"Albacore Tuna","Santa Barbara","2012-2013","Nov",0
"Albacore Tuna","Santa Barbara","2013-2014","Nov",276
"Albacore Tuna","Santa Barbara","2013-2014","Nov",0
"Albacore Tuna","Santa Barbara","2014-2015","Nov",36
"Albacore Tuna","Santa Barbara","2014-2015","Nov",0
"Albacore Tuna","Santa Barbara","2015-2016","Nov",0
"Albacore Tuna","Santa Barbara","2015-2016","Nov",0
"Albacore Tuna","Santa Barbara","2016-2017","Nov",0
"Albacore Tuna","Santa Barbara","2016-2017","Nov",0
"Albacore Tuna","Santa Barbara","2017-2018","Nov",0
"Albacore Tuna","Santa Barbara","2018-2019","Nov",0
"Albacore Tuna","Los Angeles","2000-2001","Nov",5904
"Albacore Tuna","Los Angeles","2000-2001","Nov",24527
"Albacore Tuna","Los Angeles","2000-2001","Nov",0
"Albacore Tuna","Los Angeles","2000-2001","Nov",0
"Albacore Tuna","Los Angeles","2001-2002","Nov",397694
"Albacore Tuna","Los Angeles","2001-2002","Nov",0
"Albacore Tuna","Los Angeles","2001-2002","Nov",4340
"Albacore Tuna","Los Angeles","2002-2003","Nov",450723
"Albacore Tuna","Los Angeles","2003-2004","Nov",2485
"Albacore Tuna","Los Angeles","2003-2004","Nov",0
"Albacore Tuna","Los Angeles","2003-2004","Nov",13593
"Albacore Tuna","Los Angeles","2004-2005","Nov",54143
"Albacore Tuna","Los Angeles","2004-2005","Nov",0
"Albacore Tuna","Los Angeles","2004-2005","Nov",0
"Albacore Tuna","Los Angeles","2005-2006","Nov",154
"Albacore Tuna","Los Angeles","2005-2006","Nov",137806
"Albacore Tuna","Los Angeles","2005-2006","Nov",0
"Albacore Tuna","Los Angeles","2006-2007","Nov",28
"Albacore Tuna","Los Angeles","2006-2007","Nov",0
"Albacore Tuna","Los Angeles","2007-2008","Nov",0
"Albacore Tuna","Los Angeles","2007-2008","Nov",0
"Albacore Tuna","Los Angeles","2008-2009","Nov",142
"Albacore Tuna","Los Angeles","2008-2009","Nov",0
"Albacore Tuna","Los Angeles","2009-2010","Nov",0
"Albacore Tuna","Los Angeles","2009-2010","Nov",0
"Albacore Tuna","Los Angeles","2009-2010","Nov",0
"Albacore Tuna","Los Angeles","2010-2011","Nov",0
"Albacore Tuna","Los Angeles","2010-2011","Nov",0
"Albacore Tuna","Los Angeles","2011-2012","Nov",25916
"Albacore Tuna","Los Angeles","2011-2012","Nov",0
"Albacore Tuna","Los Angeles","2012-2013","Nov",88771
"Albacore Tuna","Los Angeles","2012-2013","Nov",0
"Albacore Tuna","Los Angeles","2012-2013","Nov",0
"Albacore Tuna","Los Angeles","2013-2014","Nov",5598
"Albacore Tuna","Los Angeles","2013-2014","Nov",12891
"Albacore Tuna","Los Angeles","2014-2015","Nov",0
"Albacore Tuna","Los Angeles","2014-2015","Nov",0
"Albacore Tuna","Los Angeles","2015-2016","Nov",0
"Albacore Tuna","Los Angeles","2016-2017","Nov",0
"Albacore Tuna","Los Angeles","2017-2018","Nov",0
"Albacore Tuna","Los Angeles","2018-2019","Nov",0
"Albacore Tuna","San Diego","2000-2001","Nov",7519
"Albacore Tuna","San Diego","2000-2001","Nov",0
"Albacore Tuna","San Diego","2000-2001","Nov",8812
"Albacore Tuna","San Diego","2000-2001","Nov",0
"Albacore Tuna","San Diego","2001-2002","Nov",74855
"Albacore Tuna","San Diego","2001-2002","Nov",0
"Albacore Tuna","San Diego","2002-2003","Nov",4857
"Albacore Tuna","San Diego","2003-2004","Nov",6520
"Albacore Tuna","San Diego","2003-2004","Nov",31532
"Albacore Tuna","San Diego","2003-2004","Nov",0
"Albacore Tuna","San Diego","2004-2005","Nov",1586
"Albacore Tuna","San Diego","2004-2005","Nov",76289
"Albacore Tuna","San Diego","2004-2005","Nov",0
"Albacore Tuna","San Diego","2005-2006","Nov",0
"Albacore Tuna","San Diego","2006-2007","Nov",28
"Albacore Tuna","San Diego","2007-2008","Nov",275
"Albacore Tuna","San Diego","2007-2008","Nov",0
"Albacore Tuna","San Diego","2008-2009","Nov",173
"Albacore Tuna","San Diego","2009-2010","Nov",0
"Albacore Tuna","San Diego","2010-2011","Nov",1832
"Albacore Tuna","San Diego","2011-2012","Nov",0
"Albacore Tuna","San Diego","2012-2013","Nov",0
"Albacore Tuna","San Diego","2013-2014","Nov",27
"Albacore Tuna","San Diego","2014-2015","Nov",0
"Albacore Tuna","San Diego","2014-2015","Nov",0
"Albacore Tuna","San Diego","2014-2015","Nov",0
"Albacore Tuna","San Diego","2015-2016","Nov",0
"Albacore Tuna","San Diego","2015-2016","Nov",0
"Albacore Tuna","San Diego","2016-2017","Nov",0
"Albacore Tuna","San Diego","2017-2018","Nov",0
"Albacore Tuna","San Diego","2018-2019","Nov",0
"Albacore Tuna","San Diego","2018-2019","Nov",0
"Albacore Tuna","San Diego","2018-2019","Nov",0
"Bigeye Tuna","Eureka","2001-2002","Nov",0
"Bigeye Tuna","Bodega Bay","2012-2013","Nov",0
"Bigeye Tuna","San Francisco","2001-2002","Nov",0
"Bigeye Tuna","San Francisco","2003-2004","Nov",0
"Bigeye Tuna","San Francisco","2004-2005","Nov",0
"Bigeye Tuna","San Francisco","2010-2011","Nov",0
"Bigeye Tuna","San Francisco","2011-2012","Nov",0
"Bigeye Tuna","San Francisco","2012-2013","Nov",0
"Bigeye Tuna","San Francisco","2012-2013","Nov",0
"Bigeye Tuna","San Francisco","2013-2014","Nov",3369
"Bigeye Tuna","San Francisco","2013-2014","Nov",0
"Bigeye Tuna","San Francisco","2014-2015","Nov",44135
"Bigeye Tuna","San Francisco","2015-2016","Nov",0
"Bigeye Tuna","San Francisco","2015-2016","Nov",13758
"Bigeye Tuna","San Francisco","2016-2017","Nov",0
"Bigeye Tuna","San Francisco","2016-2017","Nov",13702
"Bigeye Tuna","San Francisco","2017-2018","Nov",0
"Bigeye Tuna","San Francisco","2017-2018","Nov",3794
"Bigeye Tuna","San Francisco","2017-2018","Nov",0
"Bigeye Tuna","San Francisco","2018-2019","Nov",8229
"Bigeye Tuna","San Francisco","2018-2019","Nov",0
"Bigeye Tuna","Morro Bay","2000-2001","Nov",0
"Bigeye Tuna","Santa Barbara","2000-2001","Nov",0
"Bigeye Tuna","Santa Barbara","2001-2002","Nov",0
"Bigeye Tuna","Santa Barbara","2002-2003","Nov",0
"Bigeye Tuna","Santa Barbara","2002-2003","Nov",0
"Bigeye Tuna","Santa Barbara","2003-2004","Nov",0
"Bigeye Tuna","Santa Barbara","2004-2005","Nov",0
"Bigeye Tuna","Santa Barbara","2005-2006","Nov",0
"Bigeye Tuna","Santa Barbara","2006-2007","Nov",0
"Bigeye Tuna","Santa Barbara","2006-2007","Nov",0
"Bigeye Tuna","Santa Barbara","2007-2008","Nov",0
"Bigeye Tuna","Santa Barbara","2007-2008","Nov",0
"Bigeye Tuna","Santa Barbara","2008-2009","Nov",0
"Bigeye Tuna","Santa Barbara","2008-2009","Nov",0
"Bigeye Tuna","Santa Barbara","2008-2009","Nov",0
"Bigeye Tuna","Santa Barbara","2009-2010","Nov",0
"Bigeye Tuna","Santa Barbara","2009-2010","Nov",0
"Bigeye Tuna","Santa Barbara","2010-2011","Nov",0
"Bigeye Tuna","Santa Barbara","2010-2011","Nov",0
"Bigeye Tuna","Santa Barbara","2011-2012","Nov",0
"Bigeye Tuna","Santa Barbara","2012-2013","Nov",0
"Bigeye Tuna","Santa Barbara","2013-2014","Nov",0
"Bigeye Tuna","Santa Barbara","2013-2014","Nov",0
"Bigeye Tuna","Santa Barbara","2014-2015","Nov",0
"Bigeye Tuna","Santa Barbara","2014-2015","Nov",0
"Bigeye Tuna","Santa Barbara","2015-2016","Nov",0
"Bigeye Tuna","Santa Barbara","2016-2017","Nov",0
"Bigeye Tuna","Santa Barbara","2017-2018","Nov",0
"Bigeye Tuna","Los Angeles","2000-2001","Nov",0
"Bigeye Tuna","Los Angeles","2000-2001","Nov",6701
"Bigeye Tuna","Los Angeles","2000-2001","Nov",0
"Bigeye Tuna","Los Angeles","2001-2002","Nov",216
"Bigeye Tuna","Los Angeles","2001-2002","Nov",546
"Bigeye Tuna","Los Angeles","2002-2003","Nov",0
"Bigeye Tuna","Los Angeles","2003-2004","Nov",0
"Bigeye Tuna","Los Angeles","2004-2005","Nov",0
"Bigeye Tuna","Los Angeles","2006-2007","Nov",0
"Bigeye Tuna","Los Angeles","2008-2009","Nov",0
"Bigeye Tuna","Los Angeles","2014-2015","Nov",0
"Bigeye Tuna","Los Angeles","2015-2016","Nov",0
"Bigeye Tuna","Los Angeles","2015-2016","Nov",0
"Bigeye Tuna","Los Angeles","2016-2017","Nov",0
"Bigeye Tuna","Los Angeles","2016-2017","Nov",9284
"Bigeye Tuna","Los Angeles","2017-2018","Nov",0
"Bigeye Tuna","Los Angeles","2018-2019","Nov",0
"Bigeye Tuna","Los Angeles","2018-2019","Nov",28956
"Bigeye Tuna","Los Angeles","2018-2019","Nov",0
"Bigeye Tuna","San Diego","2000-2001","Nov",0
"Bigeye Tuna","San Diego","2000-2001","Nov",0
"Bigeye Tuna","San Diego","2001-2002","Nov",0
"Bigeye Tuna","San Diego","2001-2002","Nov",0
"Bigeye Tuna","San Diego","2001-2002","Nov",0
"Bigeye Tuna","San Diego","2003-2004","Nov",0
"Bigeye Tuna","San Diego","2014-2015","Nov",20395
"Bigeye Tuna","San Diego","2014-2015","Nov",40235
"Bigeye Tuna","San Diego","2015-2016","Nov",0
"Bigeye Tuna","San Diego","2015-2016","Nov",30672
"Bigeye Tuna","San Diego","2016-2017","Nov",27119
"Bigeye Tuna","San Diego","2016-2017","Nov",0
"Bigeye Tuna","San Diego","2017-2018","Nov",0
"Bigeye Tuna","San Diego","2017-2018","Nov",44798
"Bigeye Tuna","San Diego","2017-2018","Nov",0
"Bigeye Tuna","San Diego","2018-2019","Nov",0
"Bigeye Tuna","San Diego","2018-2019","Nov",59631
"Yellowfin_Skipjack","Bodega Bay","2001-2002","Nov",0
"Yellowfin_Skipjack","Bodega Bay","2005-2006","Nov",0
"Yellowfin_Skipjack","Bodega Bay","2018-2019","Nov",0
"Yellowfin_Skipjack","Eureka","2000-2001","Nov",0
"Yellowfin_Skipjack","Eureka","2001-2002","Nov",0
"Yellowfin_Skipjack","Eureka","2009-2010","Nov",0
"Yellowfin_Skipjack","Eureka","2018-2019","Nov",0
"Yellowfin_Skipjack","Fort Bragg","2005-2006","Nov",0
"Yellowfin_Skipjack","Los Angeles","2000-2001","Nov",0
"Yellowfin_Skipjack","Los Angeles","2001-2002","Nov",485
"Yellowfin_Skipjack","Los Angeles","2002-2003","Nov",270695
"Yellowfin_Skipjack","Los Angeles","2003-2004","Nov",162105
"Yellowfin_Skipjack","Los Angeles","2004-2005","Nov",483
"Yellowfin_Skipjack","Los Angeles","2005-2006","Nov",0
"Yellowfin_Skipjack","Los Angeles","2006-2007","Nov",222876
"Yellowfin_Skipjack","Los Angeles","2007-2008","Nov",0
"Yellowfin_Skipjack","Los Angeles","2008-2009","Nov",69
"Yellowfin_Skipjack","Los Angeles","2009-2010","Nov",0
"Yellowfin_Skipjack","Los Angeles","2011-2012","Nov",6360
"Yellowfin_Skipjack","Los Angeles","2013-2014","Nov",0
"Yellowfin_Skipjack","Los Angeles","2014-2015","Nov",0
"Yellowfin_Skipjack","Los Angeles","2015-2016","Nov",224
"Yellowfin_Skipjack","Los Angeles","2016-2017","Nov",56
"Yellowfin_Skipjack","Los Angeles","2017-2018","Nov",3031
"Yellowfin_Skipjack","Los Angeles","2018-2019","Nov",1073
"Yellowfin_Skipjack","Monterey","2000-2001","Nov",0
"Yellowfin_Skipjack","Monterey","2001-2002","Nov",0
"Yellowfin_Skipjack","Monterey","2003-2004","Nov",0
"Yellowfin_Skipjack","Monterey","2004-2005","Nov",0
"Yellowfin_Skipjack","Monterey","2005-2006","Nov",869
"Yellowfin_Skipjack","Monterey","2007-2008","Nov",0
"Yellowfin_Skipjack","Monterey","2008-2009","Nov",0
"Yellowfin_Skipjack","Monterey","2012-2013","Nov",1154
"Yellowfin_Skipjack","Monterey","2014-2015","Nov",0
"Yellowfin_Skipjack","Monterey","2015-2016","Nov",0
"Yellowfin_Skipjack","Monterey","2017-2018","Nov",0
"Yellowfin_Skipjack","Morro Bay","2000-2001","Nov",0
"Yellowfin_Skipjack","Morro Bay","2003-2004","Nov",5080
"Yellowfin_Skipjack","Morro Bay","2004-2005","Nov",0
"Yellowfin_Skipjack","Morro Bay","2006-2007","Nov",0
"Yellowfin_Skipjack","Morro Bay","2007-2008","Nov",0
"Yellowfin_Skipjack","Morro Bay","2008-2009","Nov",0
"Yellowfin_Skipjack","Morro Bay","2009-2010","Nov",0
"Yellowfin_Skipjack","Morro Bay","2011-2012","Nov",0
"Yellowfin_Skipjack","Morro Bay","2012-2013","Nov",23
"Yellowfin_Skipjack","Morro Bay","2013-2014","Nov",0
"Yellowfin_Skipjack","Morro Bay","2015-2016","Nov",260
"Yellowfin_Skipjack","Morro Bay","2016-2017","Nov",0
"Yellowfin_Skipjack","San Diego","2000-2001","Nov",317
"Yellowfin_Skipjack","San Diego","2001-2002","Nov",3120
"Yellowfin_Skipjack","San Diego","2002-2003","Nov",941
"Yellowfin_Skipjack","San Diego","2003-2004","Nov",4456
"Yellowfin_Skipjack","San Diego","2004-2005","Nov",1860
"Yellowfin_Skipjack","San Diego","2005-2006","Nov",345
"Yellowfin_Skipjack","San Diego","2006-2007","Nov",2226
"Yellowfin_Skipjack","San Diego","2007-2008","Nov",0
"Yellowfin_Skipjack","San Diego","2008-2009","Nov",447
"Yellowfin_Skipjack","San Diego","2009-2010","Nov",29
"Yellowfin_Skipjack","San Diego","2010-2011","Nov",0
"Yellowfin_Skipjack","San Diego","2011-2012","Nov",0
"Yellowfin_Skipjack","San Diego","2012-2013","Nov",0
"Yellowfin_Skipjack","San Diego","2013-2014","Nov",205
"Yellowfin_Skipjack","San Diego","2014-2015","Nov",1927
"Yellowfin_Skipjack","San Diego","2015-2016","Nov",1888
"Yellowfin_Skipjack","San Diego","2016-2017","Nov",270
"Yellowfin_Skipjack","San Diego","2017-2018","Nov",6019
"Yellowfin_Skipjack","San Diego","2018-2019","Nov",9903
"Yellowfin_Skipjack","San Francisco","2000-2001","Nov",0
"Yellowfin_Skipjack","San Francisco","2001-2002","Nov",74
"Yellowfin_Skipjack","San Francisco","2004-2005","Nov",0
"Yellowfin_Skipjack","San Francisco","2007-2008","Nov",0
"Yellowfin_Skipjack","San Francisco","2008-2009","Nov",0
"Yellowfin_Skipjack","San Francisco","2010-2011","Nov",0
"Yellowfin_Skipjack","San Francisco","2011-2012","Nov",78
"Yellowfin_Skipjack","San Francisco","2012-2013","Nov",0
"Yellowfin_Skipjack","San Francisco","2013-2014","Nov",361
"Yellowfin_Skipjack","San Francisco","2014-2015","Nov",854
"Yellowfin_Skipjack","San Francisco","2015-2016","Nov",7040
"Yellowfin_Skipjack","San Francisco","2016-2017","Nov",5713
"Yellowfin_Skipjack","San Francisco","2017-2018","Nov",4316
"Yellowfin_Skipjack","San Francisco","2018-2019","Nov",1157
"Yellowfin_Skipjack","Santa Barbara","2000-2001","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2001-2002","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2003-2004","Nov",41
"Yellowfin_Skipjack","Santa Barbara","2004-2005","Nov",117
"Yellowfin_Skipjack","Santa Barbara","2005-2006","Nov",209
"Yellowfin_Skipjack","Santa Barbara","2006-2007","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2007-2008","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2008-2009","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2009-2010","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2010-2011","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2011-2012","Nov",0
"Yellowfin_Skipjack","Santa Barbara","2012-2013","Nov",4
"Yellowfin_Skipjack","Santa Barbara","2013-2014","Nov",38
"Yellowfin_Skipjack","Santa Barbara","2014-2015","Nov",51
"Yellowfin_Skipjack","Santa Barbara","2015-2016","Nov",164
"Yellowfin_Skipjack","Santa Barbara","2016-2017","Nov",18
"Yellowfin_Skipjack","Santa Barbara","2017-2018","Nov",0
"Spot Prawn","Eureka","2000-2001","Nov",0
"Spot Prawn","Eureka","2001-2002","Nov",318
"Spot Prawn","Eureka","2002-2003","Nov",0
"Spot Prawn","Fort Bragg","2000-2001","Nov",0
"Spot Prawn","Fort Bragg","2001-2002","Nov",0
"Spot Prawn","Fort Bragg","2002-2003","Nov",0
"Spot Prawn","Fort Bragg","2011-2012","Nov",0
"Spot Prawn","Fort Bragg","2018-2019","Nov",0
"Spot Prawn","Bodega Bay","2000-2001","Nov",0
"Spot Prawn","Bodega Bay","2001-2002","Nov",0
"Spot Prawn","Bodega Bay","2002-2003","Nov",0
"Spot Prawn","Bodega Bay","2009-2010","Nov",0
"Spot Prawn","San Francisco","2000-2001","Nov",0
"Spot Prawn","San Francisco","2001-2002","Nov",0
"Spot Prawn","San Francisco","2002-2003","Nov",401
"Spot Prawn","San Francisco","2009-2010","Nov",1226
"Spot Prawn","San Francisco","2010-2011","Nov",662
"Spot Prawn","San Francisco","2011-2012","Nov",0
"Spot Prawn","San Francisco","2012-2013","Nov",1173
"Spot Prawn","San Francisco","2013-2014","Nov",0
"Spot Prawn","San Francisco","2014-2015","Nov",0
"Spot Prawn","San Francisco","2015-2016","Nov",4264
"Spot Prawn","San Francisco","2016-2017","Nov",2850
"Spot Prawn","San Francisco","2017-2018","Nov",0
"Spot Prawn","San Francisco","2018-2019","Nov",0
"Spot Prawn","Monterey","2000-2001","Nov",4970
"Spot Prawn","Monterey","2001-2002","Nov",7400
"Spot Prawn","Monterey","2002-2003","Nov",5965
"Spot Prawn","Monterey","2003-2004","Nov",9111
"Spot Prawn","Monterey","2004-2005","Nov",11415
"Spot Prawn","Monterey","2005-2006","Nov",5822
"Spot Prawn","Monterey","2006-2007","Nov",7477
"Spot Prawn","Monterey","2007-2008","Nov",8957
"Spot Prawn","Monterey","2008-2009","Nov",7559
"Spot Prawn","Monterey","2009-2010","Nov",2739
